"";"alb_ID";"alb_chr";"alb_start";"alb_end";"alb_strand";"atr_ID";"atr_scf";"atr_start";"atr_end";"gam_ID";"gam_chr";"gam_start";"gam_end"
"857";"AALB004199";"3L";5248558;5253695;-1;"AATE002379";"KI421886";1097683;1100859;"AGAP005119";"2L";10245507;10248507
"858";"AALB007330";"3L";981377;989131;-1;"AATE013486";"KI421886";2913467;2916150;"AGAP005014";"2L";8297037;8299619
"859";"AALB004268";"3L";6527633;6528522;-1;"AATE021102";"KI421884";5958984;5960687;"AGAP005990";"2L";24566607;24567981
"860";"AALB004198";"3L";5247732;5248502;1;"AATE002699";"KI421886";1100852;1101577;"AGAP005118";"2L";10244435;10245368
"861";"AALB004284";"3L";6619875;6620683;1;"AATE016364";"KI421884";5864948;5865893;"AGAP006013";"2L";24658517;24659081
"862";"AALB004147";"3L";4612756;4620681;-1;"AATE006147";"KI421886";8420880;8423407;"AGAP006363";"2L";30501857;30504159
"863";"AALB004232";"3L";5680507;5680899;-1;"AATE019183";"KI421891";4568584;4569299;"AGAP007000";"2L";40588299;40588993
"864";"AALB007294";"3L";270341;271784;-1;"AATE007339";"KI421886";3423120;3424863;"AGAP004997";"2L";7737073;7738567
"865";"AALB004117";"3L";4248712;4249516;1;"AATE009511";"KI421884";3344048;3346583;"AGAP007127";"2L";43076933;43098986
"866";"AALB003202";"3L";1792154;1796736;-1;"AATE020378";"KI421891";7022731;7024817;"AGAP005178";"2L";11410730;11414253
"867";"AALB004345";"3L";7666085;7670076;1;"AATE010896";"KI421894";1551235;1555712;"AGAP005234";"2L";12656739;12660717
"868";"AALB004309";"3L";7108990;7112027;1;"AATE001329";"KI421894";2411590;2415528;"AGAP004848";"2L";4438474;4440964
"869";"AALB007296";"3L";287162;288906;1;"AATE015520";"KI421886";3481138;3490745;"AGAP004995";"2L";7670655;7673469
"870";"AALB003234";"3L";2642222;2643321;-1;"AATE014377";"KI421884";7484044;7485382;"AGAP006246";"2L";28604122;28605603
"871";"AALB004295";"3L";6861156;6867613;-1;"AATE004568";"KI421884";5634156;5642381;"AGAP006022";"2L";24929754;24956700
"872";"AALB004148";"3L";4622441;4628824;-1;"AATE021097";"KI421886";8425343;8426958;"AGAP006362";"2L";30497705;30499308
"873";"AALB004082";"3L";3428472;3430380;1;"AATE020465";"KI421884";2607632;2609802;"AGAP006323";"2L";29582484;29584749
"874";"AALB007309";"3L";434043;438492;-1;"AATE002975";"KI421886";4641484;4651154;"AGAP004937";"2L";6213696;6218142
"875";"AALB004262";"3L";6496618;6497088;-1;"AATE010124";"KI421884";1110274;1110956;"AGAP006916";"2L";39993541;39994220
"876";"AALB015638";"3L";5066648;5068449;-1;"AATE012101";"KI421891";6093750;6094876;"AGAP005094";"2L";9959749;9960811
"877";"AALB009751";"3L";140510;145113;-1;"AATE001682";"KI421886";2680588;2687445;"AGAP005031";"2L";8613164;8620262
"878";"AALB004238";"3L";5825875;5842181;-1;"AATE000144";"KI421891";4695552;4707394;"AGAP007006";"2L";40730490;40759895
"879";"AALB004355";"3L";7762308;7763924;1;"AATE012223";"KI421884";7668873;7671437;"AGAP005225";"2L";12527952;12529541
"880";"AALB003217";"3L";2464599;2465724;1;"AATE011080";"KI421905";514095;515062;"AGAP005208";"2L";12288238;12289440
"881";"AALB004247";"3L";5998732;6005454;1;"AATE000423";"KI421891";4839951;4845236;"AGAP005865";"2L";22654574;22656498
"882";"AALB004361";"3L";7837117;7841662;1;"AATE015408";"KI421884";7736239;7741149;"AGAP005217";"2L";12418732;12421223
"883";"AALB003233";"3L";2640543;2641211;-1;"AATE020881";"KI421884";7481243;7482884;"AGAP006245";"2L";28601810;28602615
"884";"AALB003241";"3L";2675854;2676737;1;"AATE002892";"KI421884";7517751;7518585;"AGAP007120";"2L";43043577;43044650
"885";"AALB004300";"3L";7021304;7025076;1;"AATE006511";"KI421886";8129630;8139060;"AGAP006376";"2L";30776928;30826776
"886";"AALB003232";"3L";2636175;2640138;1;"AATE017370";"KI421884";7477720;7481641;"AGAP006244";"2L";28597433;28601266
"887";"AALB004395";"3L";8120928;8122643;-1;"AATE018375";"KI421894";3411596;3413627;"AGAP005282";"2L";13620351;13622456
"888";"AALB004227";"3L";5631298;5636984;1;"AATE015349";"KI421884";1337850;1345652;"AGAP005567";"2L";17309027;17316195
"889";"AALB007322";"3L";912645;914088;-1;"AATE009579";"KI421886";3828177;3830619;"AGAP004953";"2L";7174132;7176492
"890";"AALB004304";"3L";7050191;7051156;1;"AATE002324";"KI421884";12782547;12784012;"AGAP007671";"2L";48891870;48893043
"891";"AALB004385";"3L";7987867;7991587;1;"AATE019571";"KI421898";225489;229543;"AGAP000555";"X";9891036;9893565
"892";"AALB004380";"3L";7975806;7977688;-1;"AATE005090";"KI421894";3619292;3621679;"AGAP005299";"2L";13809195;13811906
"893";"AALB003236";"3L";2646738;2653447;-1;"AATE003777";"KI421884";7487945;7491946;"AGAP006249";"2L";28611340;28614271
"894";"AALB007329";"3L";971964;982063;1;"AATE011537";"KI421886";2887591;2913288;"AGAP005015";"2L";8301873;8324177
"895";"AALB004397";"3L";8144857;8148934;-1;"AATE017705";"KI421894";3372563;3386306;"AGAP005279";"2L";13548501;13587620
"896";"AALB015673";"3L";2644993;2645637;1;"AATE011912";"KI421884";7487260;7487652;"AGAP006248";"2L";28609342;28610052
"897";"AALB004359";"3L";7787693;7812582;-1;"AATE011244";"KI421884";7694630;7716370;"AGAP005219";"2L";12460529;12493379
"898";"AALB004197";"3L";5246548;5247368;-1;"AATE014233";"KI421886";1101736;1102841;"AGAP005117";"2L";10241196;10244380
"899";"AALB004114";"3L";4212785;4217234;1;"AATE013031";"KI421884";3310405;3315216;"AGAP007129";"2L";43112100;43124434
"900";"AALB003256";"3L";2800805;2803923;-1;"AATE016565";"KI421884";2000136;2005249;"AGAP006265";"2L";28787074;28790405
"901";"AALB003245";"3L";2711888;2714837;1;"AATE015896";"KI421884";7551128;7552429;"AGAP028454";"2L";28681545;28682791
"902";"AALB004118";"3L";4259336;4261700;-1;"AATE011267";"KI421884";3372395;3375562;"AGAP007121";"2L";43045845;43049930
"903";"AALB004373";"3L";7910048;7919387;-1;"AATE005288";"KI421894";3681234;3685352;"AGAP005305";"2L";13900618;13906104
"904";"AALB004405";"3L";8199920;8204570;1;"AATE009375";"KI421884";4059652;4065922;"AGAP006653";"2L";35703490;35710132
"905";"AALB007304";"3L";377630;380178;1;"AATE020681";"KI421905";797486;800193;"AGAP005040";"2L";8710708;8712165
"906";"AALB007327";"3L";962628;963116;-1;"AATE018093";"KI421886";2881699;2882535;"AGAP005019";"2L";8328944;8329672
"907";"AALB004209";"3L";5355437;5356112;1;"AATE004974";"KI421905";1223253;1223760;"AGAP007245";"2L";44519402;44519897
"908";"AALB009746";"3L";83866;87253;-1;"AATE020047";"KI421900";18198;22065;"AGAP004747";"2L";3034074;3037695
"909";"AALB003275";"3L";3284511;3286752;1;"AATE015351";"KI421884";2478081;2480542;"AGAP006279";"2L";29397211;29402190
"910";"AALB004396";"3L";8138112;8143101;1;"AATE004822";"KI421894";3386315;3394505;"AGAP005281";"2L";13589239;13600295
"911";"AALB004321";"3L";7253072;7258794;1;"AATE011953";"KI421894";2209980;2211887;"AGAP005255";"2L";13244005;13250634
"912";"AALB003210";"3L";2388041;2394675;1;"AATE009627";"KI421905";416352;422900;"AGAP005193";"2L";12161061;12167511
"913";"AALB004229";"3L";5640931;5641959;1;"AATE020264";"KI421884";1317902;1318933;"AGAP005569";"2L";17320615;17321803
"914";"AALB009747";"3L";96973;105670;1;"AATE010919";"KI421922";111351;121586;"AGAP004672";"2R";61246251;61254533
"915";"AALB004294";"3L";6851731;6859209;1;"AATE000989";"KI421884";5643839;5651328;"AGAP006021";"2L";24919228;24925255
"916";"AALB007339";"3L";1250328;1251470;-1;"AATE013240";"KI421886";3289821;3291774;"AGAP005009";"2L";7897791;7899967
"917";"AALB004257";"3L";6413347;6416677;-1;"AATE007430";"KI421891";5221695;5233301;"AGAP005878";"2L";23058812;23061695
"918";"AALB004358";"3L";7785892;7787148;1;"AATE007424";"KI421884";7693284;7694576;"AGAP005220";"2L";12498643;12499796
"919";"AALB007352";"3L";1418747;1426555;1;"AATE013741";"KI421894";3757153;3766382;"AGAP005093";"2L";9950809;9957070
"920";"AALB007290";"3L";185955;186938;1;"AATE005884";"KI421894";3977862;3979157;"AGAP005080";"2L";9757386;9758459
"921";"AALB004347";"3L";7673685;7677365;-1;"AATE016914";"KI421884";12183338;12185436;"AGAP007498";"2L";46923249;46925420
"922";"AALB004142";"3L";4582511;4585220;1;"AATE008055";"KI421886";7131616;7135293;"AGAP005937";"2L";23860682;23864233
"923";"AALB004325";"3L";7319664;7322497;-1;"AATE015054";"KI421894";2121249;2125121;"AGAP005250";"2L";13129636;13132652
"924";"AALB004172";"3L";5007950;5015664;1;"AATE004126";"KI421891";6147141;6153578;"AGAP005318";"2L";14025685;14027329
"925";"AALB009749";"3L";125743;127754;1;"AATE006122";"KI421889";440361;442684;"AGAP010671";"3L";8203776;8205663
"926";"AALB004129";"3L";4393235;4393894;1;"AATE016327";"KI421886";6897223;6898587;"AGAP006671";"2L";36633361;36634664
"927";"AALB003274";"3L";3157077;3158319;1;"AATE004353";"KI421884";2338451;2339701;"AGAP006278";"2L";29235061;29236536
"928";"AALB004310";"3L";7112145;7124711;-1;"AATE013612";"KI421894";2381988;2403609;"AGAP004846";"2L";4404139;4428751
"929";"AALB004365";"3L";7860613;7870102;1;"AATE003802";"KI421884";7751337;7778302;"AGAP005213";"2L";12366733;12399301
"930";"AALB004174";"3L";5019404;5020263;1;"AATE004288";"KI421891";6139714;6140981;"AGAP005312";"2L";14012647;14013361
"931";"AALB004258";"3L";6463801;6477434;1;"AATE009564";"KI421891";5309042;5317533;"AGAP005880";"2L";23112887;23121632
"932";"AALB003201";"3L";1788905;1791972;1;"AATE020003";"KI421891";7019541;7021225;"AGAP005176";"2L";11407606;11409098
"933";"AALB004234";"3L";5683074;5683889;-1;"AATE021115";"KI421891";4571675;4573536;"AGAP007002";"2L";40591015;40592012
"934";"AALB004315";"3L";7165599;7166088;1;"AATE000004";"KI421894";2339174;2339818;"AGAP004839";"2L";4376928;4377479
"935";"AALB003242";"3L";2678351;2679487;1;"AATE019137";"KI421884";7520835;7521953;"AGAP006255";"2L";28644377;28647388
"936";"AALB004357";"3L";7774570;7785194;-1;"AATE009390";"KI421884";7690193;7692978;"AGAP005221";"2L";12501101;12503861
"937";"AALB004374";"3L";7923198;7931250;1;"AATE010271";"KI421894";3667565;3676921;"AGAP005301";"2L";13863145;13870895
"938";"AALB004261";"3L";6490033;6494087;1;"AATE016410";"KI421891";5331465;5338410;"AGAP005883";"2L";23136307;23138051
"939";"AALB003205";"3L";2144381;2146760;-1;"AATE007979";"KI421905";114885;126195;"AGAP005183";"2L";11847212;11849149
"940";"AALB004171";"3L";5004142;5005932;-1;"AATE010662";"KI421891";6154935;6157546;"AGAP005319";"2L";14029963;14031822
"941";"AALB014321";"3L";2384882;2387797;-1;"AATE015387";"KI421905";409218;412112;"AGAP005191";"2L";12152364;12155553
"942";"AALB004236";"3L";5709197;5713112;1;"AATE002948";"KI421891";4586139;4592673;"AGAP007005";"2L";40607555;40728192
"943";"AALB004302";"3L";7046401;7050113;-1;"AATE013905";"KI421884";12789517;12790903;"AGAP007668";"2L";48887337;48888766
"944";"AALB003200";"3L";1769617;1787815;1;"AATE014356";"KI421891";6993513;7019025;"AGAP005175";"2L";11378371;11405181
"945";"AALB003225";"3L";2595555;2600814;-1;"AATE009040";"KI421894";2457997;2466584;"AGAP004854";"2L";4483668;4490466
"946";"AALB004083";"3L";3430511;3433152;-1;"AATE015041";"KI421884";2609823;2612461;"AGAP006324";"2L";29584913;29588492
"947";"AALB004207";"3L";5346946;5353238;-1;"AATE019497";"KI421905";1212176;1215406;"AGAP007242";"2L";44511854;44515421
"948";"AALB004293";"3L";6842795;6846278;-1;"AATE008117";"KI421884";5654846;5657928;"AGAP006020";"2L";24907402;24911813
"949";"AALB004356";"3L";7765187;7768595;-1;"AATE014859";"KI421884";7672124;7677435;"AGAP005223";"2L";12522290;12527089
"950";"AALB003267";"3L";2994473;2996839;-1;"AATE009535";"KI421884";2189872;2192572;"AGAP006273";"2L";29021062;29023548
"951";"AALB003243";"3L";2682503;2688275;-1;"AATE003797";"KI421884";7523368;7537961;"AGAP006256";"2L";28650212;28663145
"952";"AALB004368";"3L";7886319;7888209;1;"AATE008190";"KI421894";3719718;3722489;"AGAP005211";"2L";12358996;12360867
"953";"AALB007332";"3L";1066503;1067725;-1;"AATE015341";"KI421886";3044789;3046109;"AGAP005011";"2L";8078288;8136322
"954";"AALB004390";"3L";8053942;8074833;-1;"AATE012333";"KI421894";3473729;3478356;"AGAP005288";"2L";13688408;13709424
"955";"AALB004324";"3L";7281980;7299212;-1;"AATE014068";"KI421894";2153322;2182178;"AGAP005251";"2L";13163228;13194429
"956";"AALB004381";"3L";7977901;7979476;1;"AATE016328";"KI421894";3617503;3619160;"AGAP005298";"2L";13807715;13808828
"957";"AALB004176";"3L";5043584;5048341;1;"AATE019485";"KI421891";6106255;6120717;"AGAP005311";"2L";13969182;13983058
"958";"AALB007308";"3L";429585;432514;1;"AATE008321";"KI421886";4651567;4653101;"AGAP004936";"2L";6208301;6209223
"959";"AALB009753";"3L";157305;166017;-1;"AATE016390";"KI421905";855653;865067;"AGAP005033";"2L";8628215;8638510
"960";"AALB004277";"3L";6589233;6589891;-1;"AATE010241";"KI421884";5893086;5898025;"AGAP006001";"2L";24626033;24626971
"961";"AALB004111";"3L";4196630;4199070;-1;"AATE015519";"KI421884";3291401;3296293;"AGAP007131";"2L";43139088;43142599
"962";"AALB004384";"3L";7984289;7986230;-1;"AATE009692";"KI421894";3608640;3611569;"AGAP005294";"2L";13798321;13801103
"963";"AALB004272";"3L";6537349;6538869;-1;"AATE010300";"KI421884";5947361;5949037;"AGAP005993";"2L";24577687;24579472
"964";"AALB004391";"3L";8083085;8087227;1;"AATE005605";"KI421894";3454746;3464091;"AGAP005287";"2L";13667398;13672489
"965";"AALB004360";"3L";7832387;7834492;1;"AATE003334";"KI421884";7731478;7733241;"AGAP005218";"2L";12430445;12431915
"966";"AALB004108";"3L";3998891;4002266;-1;"AATE015680";"KI421884";3102957;3109241;"AGAP007134";"2L";43325936;43336782
"967";"AALB003277";"3L";3299731;3302275;1;"AATE005177";"KI421884";2494097;2496600;"AGAP006281";"2L";29420981;29423677
"968";"AALB015643";"3L";6576461;6577209;-1;"AATE007037";"KI421884";5908378;5909572;"AGAP005997";"2L";24615846;24616260
"969";"AALB004092";"3L";3618060;3625517;-1;"AATE001532";"KI421884";2765090;2773287;"AGAP006339";"2L";29815445;29823466
"970";"AALB004215";"3L";5397827;5401040;1;"AATE000043";"KI421884";1625500;1629704;"AGAP005557";"2L";17025733;17030052
"971";"AALB003188";"3L";1430275;1445821;-1;"AATE009796";"KI421891";6493634;6502906;"AGAP005162";"2L";10820811;10847221
"972";"AALB004191";"3L";5218766;5220557;1;"AATE016387";"KI421891";5932498;5940815;"AGAP005110";"2L";10203864;10206481
"973";"AALB004189";"3L";5213208;5217552;1;"AATE005157";"KI421891";5941923;5946664;"AGAP005108";"2L";10198419;10202718
"974";"AALB003251";"3L";2773932;2775351;-1;"AATE014562";"KI421884";1969537;1970785;"AGAP006262";"2L";28753210;28756556
"975";"AALB004151";"3L";4675422;4681180;1;"AATE001068";"KI421886";6804594;6808410;"AGAP005711";"2L";19260916;19275432
"976";"AALB007307";"3L";419298;421292;-1;"AATE005773";"KI421884";8399717;8400964;"AGAP004933";"2L";6194335;6195585
"977";"AALB004399";"3L";8159489;8160969;1;"AATE006192";"KI421894";3358285;3361126;"AGAP005277";"2L";13554366;13556618
"978";"AALB004307";"3L";7088473;7104922;1;"AATE011099";"KI421894";2419561;2435611;"AGAP004850";"2L";4448317;4459825
"979";"AALB004254";"3L";6066876;6068741;-1;"AATE004550";"KI421891";4913900;4915858;"AGAP005874";"2L";22716848;22718746
"980";"AALB003237";"3L";2649701;2651278;1;"AATE011054";"KI421884";7492289;7493866;"AGAP006250";"2L";28614984;28616576
"981";"AALB004388";"3L";8038423;8046143;1;"AATE015396";"KI421894";3505594;3514601;"AGAP005290";"2L";13721263;13730958
"982";"AALB007295";"3L";272911;274377;1;"AATE016132";"KI421886";3427048;3428546;"AGAP004996";"2L";7733493;7734921
"983";"AALB004137";"3L";4570998;4573003;1;"AATE006823";"KI421886";7118400;7120903;"AGAP005931";"2L";23847287;23849640
"984";"AALB004153";"3L";4686455;4688991;-1;"AATE018184";"KI421886";6789800;6793275;"AGAP005712";"2L";19277265;19282704
"985";"AALB003203";"3L";1959026;1959871;1;"AATE001086";"KI421891";7290661;7291497;"AGAP005182";"2L";11685185;11686024
"986";"AALB003250";"3L";2766358;2768430;-1;"AATE018699";"KI421884";1958905;1963904;"AGAP006261";"2L";28743187;28746274
"987";"AALB007315";"3L";571828;577069;-1;"AATE011067";"KI421886";4380489;4382903;"AGAP004944";"2L";6544141;6546511
"988";"AALB009750";"3L";128210;133241;-1;"AATE000869";"KI421922";242618;256819;"AGAP004692";"2L";1411011;1441380
"989";"AALB004196";"3L";5243644;5244960;1;"AATE018977";"KI421886";1104359;1105702;"AGAP005116";"2L";10239044;10240388
"990";"AALB003276";"3L";3287529;3298615;-1;"AATE006310";"KI421884";2480023;2493230;"AGAP006280";"2L";29401810;29420308
"991";"AALB003231";"3L";2632936;2635153;-1;"AATE013858";"KI421884";7472700;7477368;"AGAP006243";"2L";28590349;28593745
"992";"AALB004193";"3L";5233844;5235109;1;"AATE003916";"KI421886";1115645;1119112;"AGAP013744";"2L";10225275;10228414
"993";"AALB004163";"3L";4932987;4936323;-1;"AATE004275";"KI421886";6555104;6558037;"AGAP005717";"2L";19562478;19565503
"994";"AALB003263";"3L";2918002;2921583;-1;"AATE016411";"KI421884";2107408;2112002;"AGAP006269";"2L";28923399;28926984
"995";"AALB007306";"3L";387493;390641;-1;"AATE009852";"KI421905";811588;817732;"AGAP005038";"2L";8689349;8695897
"996";"AALB007348";"3L";1338800;1339127;1;"AATE005832";"KI421886";426839;436066;"AGAP005585";"2L";17424809;17441217
"997";"AALB004139";"3L";4576560;4578701;1;"AATE017822";"KI421886";7124663;7126784;"AGAP005934";"2L";23854033;23856125
"998";"AALB004088";"3L";3558186;3559253;1;"AATE005083";"KI421884";2711029;2712063;"AGAP006327";"2L";29733363;29734698
"999";"AALB004351";"3L";7755959;7756589;1;"AATE017843";"KI421884";7662911;7664498;"AGAP005228";"2L";12539063;12539876
"1000";"AALB003226";"3L";2601946;2612448;1;"AATE009573";"KI421894";2445119;2453772;"AGAP004852";"2L";4467956;4475550
"1001";"AALB004140";"3L";4579036;4579278;1;"AATE006792";"KI421886";7127028;7127524;"AGAP005935";"2L";23856303;23857114
"1002";"AALB004248";"3L";6008864;6024317;-1;"AATE015707";"KI421891";4845309;4862846;"AGAP005866";"2L";22659643;22674320
